41344,1556.219971
41345,1552.47998
41346,1554.52002
41347,1563.22998
41348,1560.699951
41351,1552.099976
41352,1548.339966
41353,1558.709961
41354,1545.800049
41355,1556.890015
41358,1551.689941
41359,1563.77002
41360,1562.849976
41361,1569.189941
41365,1562.170044
41366,1570.25
41367,1553.689941
41368,1559.97998
41369,1553.280029
41372,1563.069946
41373,1568.609985
41374,1587.72998
41375,1593.369995
41376,1588.849976
41379,1552.359985
41380,1574.569946
41381,1552.01001
41382,1541.609985
41383,1555.25
41386,1562.5
41387,1578.780029
41388,1578.790039
41389,1585.160034
41390,1582.23999
41393,1593.609985
41394,1597.569946
41395,1582.699951
41396,1597.589966
41397,1614.420044
41400,1617.5
41401,1625.959961
41402,1632.689941
41403,1626.670044
41404,1633.699951
41407,1633.77002
41408,1650.339966
41409,1658.780029
41410,1650.469971
41411,1667.469971
41414,1666.290039
41415,1669.160034
41416,1655.349976
41417,1650.51001
41418,1649.599976
41422,1660.060059
41423,1648.359985
41424,1654.410034
41425,1630.73999
41428,1640.420044
41429,1631.380005
41430,1608.900024
41431,1622.560059
41432,1643.380005
41435,1642.810059
41436,1626.130005
41437,1612.52002
41438,1636.359985
41439,1626.72998
41442,1639.040039
41443,1651.810059
41444,1628.930054
41445,1588.189941
41446,1592.430054
41449,1573.089966
41450,1588.030029
41451,1603.26001
41452,1613.199951
41453,1606.280029
41456,1614.959961
41457,1614.079956
41458,1615.410034
41460,1631.890015
41463,1640.459961
41464,1652.319946
41465,1652.619995
41466,1675.02002
41467,1680.189941
41470,1682.5
41471,1676.26001
41472,1680.910034
41473,1689.369995
41474,1692.089966
41477,1695.530029
41478,1692.390015
41479,1685.939941
41480,1690.25
41481,1691.650024
41484,1685.329956
41485,1685.959961
41486,1685.72998
41487,1706.869995
41488,1709.670044
41491,1707.140015
41492,1697.369995
41493,1690.910034
41494,1697.47998
41495,1691.420044
41498,1689.469971
41499,1694.160034
41500,1685.390015
41501,1661.319946
41502,1655.829956
41505,1646.060059
41506,1652.349976
41507,1642.800049
41508,1656.959961
41509,1663.5
41512,1656.780029
41513,1630.47998
41514,1634.959961
41515,1638.170044
41516,1632.969971
41520,1639.77002
41521,1653.079956
41522,1655.079956
41523,1655.170044
